N,M,k,smart,sat,restarts,conflicts,decisions,conflict_literals,propagations,cpu_time,clauses,variables,timeout
15,337,2,False,,,,,,,,,,True
6,151,2,False,True,1,0,1,0,1296,0.0,1312,1296,False
11,798,3,True,True,1,0,1,0,14641,0.016,39323,14641,False
8,307,2,False,True,1,0,1,0,4096,0.004,7760,4096,False
11,931,4,False,True,1,0,1,0,14641,0.024,26867,14641,False
11,133,3,False,,,,,,,,,,True
13,1977,3,True,True,1,0,1,0,28561,0.032,18251,28561,False
9,437,0,True,True,1,0,1,0,6561,0.004,14260,6561,False
3,5,0,True,True,1,0,1,0,81,0.0,183,81,False
6,21,0,False,True,21,3952,7940,168714,483789,0.084,16856,1296,False
7,68,3,True,True,2,151,300,1464,24160,0.004,15101,2401,False
15,337,3,False,,,,,,,,,,True
13,1757,2,False,True,1,0,1,0,28561,0.052,39161,28561,False
5,12,0,False,True,1,47,81,971,3916,0.0,6472,625,False
3,16,2,False,True,1,0,1,0,81,0.0,53,81,False
9,583,1,True,True,1,0,1,0,6561,0.004,6039,6561,False
13,659,2,False,,,,,,,,,,True
10,100,4,False,,,,,,,,,,True
3,24,4,False,True,1,0,1,0,81,0.0,12,81,False
5,12,2,False,True,2,194,288,3105,18878,0.0,6393,625,False
14,1646,2,True,True,1,0,1,0,38416,0.06,132753,38416,False
3,13,0,True,True,1,0,1,0,81,0.0,83,81,False
11,532,3,True,True,1,0,1,0,14641,0.02,75868,14641,False
7,102,1,False,True,1,0,1,0,2401,0.004,10498,2401,False
7,68,1,True,True,1,7,20,88,3606,0.0,14941,2401,False
7,34,4,True,,,,,,,,,,True
12,518,2,False,True,15,2989,6791,66481,540782,0.112,210094,20736,False
12,864,0,False,True,1,0,1,0,20736,0.048,84026,20736,False
12,1555,2,False,True,1,0,1,0,20736,0.036,12143,20736,False
5,100,1,False,True,1,0,1,0,625,0.0,308,625,False
9,437,3,False,True,1,0,1,0,6561,0.008,14210,6561,False
10,200,3,False,,,,,,,,,,True
6,21,3,False,,,,,,,,,,True
10,500,1,True,True,1,0,2,0,10000,0.008,33561,10000,False
4,38,1,False,True,1,0,1,0,256,0.0,217,256,False
15,675,1,False,,,,,,,,,,True
13,878,1,False,True,1,0,1,0,28561,0.084,173667,28561,False
15,3037,3,False,True,1,0,1,0,50625,0.12,37320,50625,False
14,2469,0,False,True,1,0,1,0,38416,0.08,26554,38416,False
11,931,3,False,True,1,0,1,0,14641,0.028,26943,14641,False
13,878,2,True,True,1,0,1,0,28561,0.044,174882,28561,False
12,1209,0,False,True,1,0,1,0,20736,0.036,41438,20736,False
6,194,2,True,True,1,0,1,0,1296,0.0,382,1296,False
5,87,4,True,True,1,0,1,0,625,0.0,496,625,False
15,2025,1,True,True,1,0,1,0,50625,0.08,186875,50625,False
10,700,4,False,True,1,0,1,0,10000,0.016,16515,10000,False
3,13,1,False,True,1,0,1,0,81,0.0,74,81,False
7,102,2,False,True,1,0,1,0,2401,0.004,10237,2401,False
10,300,3,True,True,1,4,19,42,11208,0.016,65664,10000,False
9,72,0,True,,,,,,,,,,True
9,510,3,False,True,1,0,1,0,6561,0.008,9690,6561,False
12,518,4,True,True,15,3188,5817,61024,617001,0.088,166669,20736,False
5,37,3,True,True,1,0,1,0,625,0.0,1802,625,False
13,219,2,False,,,,,,,,,,True
14,1646,0,False,True,1,0,1,0,38416,0.1,133504,38416,False
7,205,3,False,True,1,0,1,0,2401,0.0,3996,2401,False
13,439,3,True,,,,,,,,,,True
9,364,3,False,True,1,0,1,0,6561,0.008,19376,6561,False
7,240,4,True,True,1,0,1,0,2401,0.0,2704,2401,False
5,50,1,True,True,1,0,1,0,625,0.0,1300,625,False
12,345,4,True,,,,,,,,,,True
12,172,0,True,,,,,,,,,,True
8,153,0,True,True,1,0,1,0,4096,0.004,21026,4096,False
13,219,0,False,,,,,,,,,,True
10,800,2,True,True,1,0,1,0,10000,0.008,10385,10000,False
9,510,0,True,True,1,0,1,0,6561,0.004,9736,6561,False
14,823,2,True,,,,,,,,,,True
3,5,2,True,True,1,0,1,0,81,0.0,177,81,False
9,145,0,False,,,,,,,,,,True
15,675,3,False,,,,,,,,,,True
12,1036,4,False,True,1,0,1,0,20736,0.048,60056,20736,False
7,274,0,False,True,1,0,1,0,2401,0.0,1751,2401,False
6,64,2,False,True,1,0,1,0,1296,0.0,4753,1296,False
7,102,4,False,True,1,0,1,0,2401,0.004,10614,2401,False
13,1757,4,True,True,1,0,1,0,28561,0.028,38797,28561,False
4,38,4,False,True,1,0,1,0,256,0.0,242,256,False
14,548,4,False,,,,,,,,,,True
4,6,1,False,True,1,0,4,0,256,0.0,1600,256,False
12,864,2,False,True,1,0,1,0,20736,0.048,84365,20736,False
3,16,0,True,True,1,0,1,0,81,0.0,52,81,False
6,86,0,True,True,1,0,1,0,1296,0.0,3306,1296,False
10,900,1,True,True,1,0,1,0,10000,0.008,4843,10000,False
4,51,1,False,True,1,0,1,0,256,0.0,98,256,False
4,44,1,True,True,1,0,1,0,256,0.0,166,256,False
4,19,3,True,True,1,0,1,0,256,0.0,579,256,False
7,68,1,False,True,1,7,20,88,3606,0.004,21384,2401,False
11,931,2,False,True,1,0,1,0,14641,0.028,26743,14641,False
10,700,0,True,True,1,0,1,0,10000,0.008,16602,10000,False
7,240,0,False,True,1,0,1,0,2401,0.0,2690,2401,False
14,2469,1,True,True,1,0,1,0,38416,0.044,26393,38416,False
9,364,3,True,True,1,0,1,0,6561,0.004,19376,6561,False
8,204,0,False,True,1,0,1,0,4096,0.004,15139,4096,False
9,291,0,True,True,1,0,1,0,6561,0.008,26638,6561,False
15,337,3,True,,,,,,,,,,True
8,51,0,True,,,,,,,,,,True
3,21,3,False,True,1,0,1,0,81,0.0,26,81,False
14,548,0,True,,,,,,,,,,True
11,532,4,False,True,1,0,1,0,14641,0.028,74070,14641,False
10,400,1,False,True,1,0,1,0,10000,0.02,46391,10000,False
5,112,1,True,True,1,0,1,0,625,0.0,147,625,False
13,659,0,True,,,,,,,,,,True
6,129,2,True,True,1,0,1,0,1296,0.0,1766,1296,False
7,171,0,False,True,1,0,1,0,2401,0.004,5519,2401,False
3,5,4,True,True,1,0,1,0,81,0.0,185,81,False
8,358,3,False,True,1,0,1,0,4096,0.004,5425,4096,False
11,532,1,False,True,1,0,1,0,14641,0.032,75629,14641,False
10,500,0,False,True,1,0,1,0,10000,0.02,34322,10000,False
8,307,3,True,True,1,0,1,0,4096,0.004,7715,4096,False
15,2362,4,True,True,1,0,1,0,50625,0.068,126837,50625,False
13,1757,1,True,True,1,0,1,0,28561,0.032,38444,28561,False
3,16,4,False,True,1,0,1,0,81,0.0,50,81,False
12,691,0,False,True,1,0,1,0,20736,0.048,115421,20736,False
6,43,3,True,True,1,0,15,0,1296,0.0,6717,1296,False
5,37,1,True,True,1,0,1,0,625,0.0,1852,625,False
5,87,2,True,True,1,0,1,0,625,0.0,524,625,False
9,291,4,True,True,1,0,1,0,6561,0.008,26755,6561,False
13,439,3,False,,,,,,,,,,True
5,25,1,True,True,1,0,1,0,625,0.0,2561,625,False
5,100,1,True,True,1,0,1,0,625,0.0,308,625,False
10,500,2,True,True,1,0,1,0,10000,0.008,33690,10000,False
4,57,3,False,True,1,0,1,0,256,0.0,53,256,False
3,8,0,True,True,1,0,1,0,81,0.0,124,81,False
15,1350,3,False,True,1,0,1,0,50625,0.152,365098,50625,False
11,798,4,False,True,1,0,1,0,14641,0.024,39356,14641,False
6,43,0,False,True,1,0,3,0,1296,0.0,6935,1296,False
7,137,4,True,True,1,0,1,0,2401,0.0,7468,2401,False
10,300,0,False,True,1,8,20,31,11400,0.024,83894,10000,False
8,460,0,True,True,1,0,1,0,4096,0.0,1561,4096,False
13,1977,0,False,True,1,0,1,0,28561,0.052,18223,28561,False
7,34,1,False,,,,,,,,,,True
9,656,4,False,True,1,0,1,0,6561,0.008,2810,6561,False
3,2,4,True,True,1,0,4,0,81,0.0,279,81,False
11,399,0,True,True,1,39,182,150,23216,0.02,108588,14641,False
4,44,3,True,True,1,0,1,0,256,0.0,167,256,False
15,1012,2,True,,,,,,,,,,True
7,34,0,True,,,,,,,,,,True
11,133,2,False,,,,,,,,,,True
15,2362,4,False,True,1,0,1,0,50625,0.112,126837,50625,False
11,266,4,False,,,,,,,,,,True
12,1382,0,False,True,1,0,1,0,20736,0.04,25962,20736,False
12,1382,0,True,True,1,0,1,0,20736,0.02,25962,20736,False
5,100,2,False,True,1,0,1,0,625,0.0,296,625,False
9,437,4,False,True,1,0,1,0,6561,0.008,14086,6561,False
3,21,4,True,True,1,0,1,0,81,0.0,26,81,False
7,171,3,False,True,1,0,1,0,2401,0.004,5581,2401,False
13,659,4,False,,,,,,,,,,True
15,1350,0,False,True,1,0,1,0,50625,0.136,362107,50625,False
7,205,3,True,True,1,0,1,0,2401,0.0,3996,2401,False
5,12,3,False,True,1,5,22,36,818,0.0,6363,625,False
7,137,3,False,True,1,0,1,0,2401,0.004,7345,2401,False
6,43,1,True,True,1,3,25,5,1671,0.0,6905,1296,False
7,205,2,True,True,1,0,1,0,2401,0.0,4022,2401,False
8,409,2,False,True,1,0,1,0,4096,0.004,3290,4096,False
3,5,0,False,True,1,0,1,0,81,0.0,183,81,False
9,583,3,True,True,1,0,1,0,6561,0.004,6047,6561,False
5,25,4,False,True,1,0,1,0,625,0.0,2475,625,False
8,409,2,True,True,1,0,1,0,4096,0.0,3290,4096,False
10,600,1,True,True,1,0,1,0,10000,0.008,23923,10000,False
7,34,2,False,,,,,,,,,,True
15,2025,0,True,True,1,0,1,0,50625,0.072,188675,50625,False
13,219,1,True,,,,,,,,,,True
15,3037,2,False,True,1,0,1,0,50625,0.112,37399,50625,False
6,43,4,True,True,1,4,8,6,1623,0.0,6568,1296,False
13,439,0,True,,,,,,,,,,True
4,12,2,False,True,1,0,3,0,256,0.0,928,256,False
3,13,2,True,True,1,0,1,0,81,0.0,77,81,False
10,400,4,False,True,1,0,1,0,10000,0.02,45623,10000,False
10,400,3,True,True,1,0,1,0,10000,0.008,45640,10000,False
13,659,2,True,,,,,,,,,,True
11,399,0,False,True,1,39,182,150,23216,0.044,139546,14641,False
3,24,2,True,True,1,0,1,0,81,0.0,12,81,False
7,102,0,False,True,1,0,1,0,2401,0.004,9988,2401,False
10,400,2,True,True,1,0,1,0,10000,0.012,46284,10000,False
5,87,3,False,True,1,0,1,0,625,0.0,532,625,False
4,44,3,False,True,1,0,1,0,256,0.0,167,256,False
5,87,0,False,True,1,0,1,0,625,0.0,481,625,False
11,665,0,False,True,1,0,1,0,14641,0.032,53795,14641,False
6,108,0,False,True,1,0,1,0,1296,0.0,2461,1296,False
14,1920,2,True,True,1,0,1,0,38416,0.052,90427,38416,False
13,219,4,False,,,,,,,,,,True
9,72,1,False,,,,,,,,,,True
15,1687,0,True,True,1,0,1,0,50625,0.084,260768,50625,False
11,399,2,True,True,2,107,376,1055,32248,0.028,106187,14641,False
15,1687,1,True,True,1,0,1,0,50625,0.088,260613,50625,False
10,700,1,True,True,1,0,1,0,10000,0.008,16577,10000,False
14,548,2,False,,,,,,,,,,True
10,400,4,True,True,1,0,1,0,10000,0.008,45623,10000,False
13,1537,3,False,True,1,0,1,0,28561,0.06,62023,28561,False
11,266,1,False,,,,,,,,,,True
13,1318,4,True,True,1,0,1,0,28561,0.036,90714,28561,False
7,68,2,False,True,1,43,105,507,8557,0.0,22904,2401,False
11,266,4,True,,,,,,,,,,True
13,1977,2,False,True,1,0,1,0,28561,0.06,18227,28561,False
7,102,3,False,True,1,0,1,0,2401,0.0,10545,2401,False
6,129,3,False,True,1,0,1,0,1296,0.0,1867,1296,False
15,2362,0,False,True,1,0,1,0,50625,0.128,126482,50625,False
5,37,2,False,True,1,0,1,0,625,0.0,1815,625,False
11,931,4,True,True,1,0,1,0,14641,0.008,26867,14641,False
14,274,2,False,,,,,,,,,,True
9,656,1,True,True,1,0,1,0,6561,0.004,2871,6561,False
12,172,4,True,,,,,,,,,,True
14,548,1,False,,,,,,,,,,True
5,112,3,False,True,1,0,1,0,625,0.0,155,625,False
7,274,2,True,True,1,0,1,0,2401,0.0,1725,2401,False
14,2195,1,True,True,1,0,1,0,38416,0.048,56425,38416,False
3,21,1,True,True,1,0,1,0,81,0.0,28,81,False
14,823,2,False,,,,,,,,,,True
8,204,1,False,True,1,0,1,0,4096,0.004,15049,4096,False
4,51,0,True,True,1,0,1,0,256,0.0,110,256,False
10,600,2,False,True,1,0,1,0,10000,0.016,23923,10000,False
3,2,2,True,True,1,0,2,0,81,0.0,264,81,False
12,1209,1,True,True,1,0,1,0,20736,0.02,41341,20736,False
6,172,0,False,True,1,0,1,0,1296,0.0,807,1296,False
9,437,3,True,True,1,0,1,0,6561,0.004,14210,6561,False
15,3037,0,True,True,1,0,1,0,50625,0.06,37654,50625,False
3,2,3,False,True,1,0,2,0,81,0.0,344,81,False
6,64,1,True,True,1,0,1,0,1296,0.0,4681,1296,False
9,437,1,True,True,1,0,1,0,6561,0.004,14394,6561,False
9,364,4,True,True,1,0,1,0,6561,0.004,19943,6561,False
11,266,0,False,,,,,,,,,,True
15,2025,4,False,True,1,0,1,0,50625,0.12,187491,50625,False
14,1372,1,False,True,1,0,1,0,38416,0.108,185780,38416,False
10,900,0,True,True,1,0,1,0,10000,0.008,4913,10000,False
14,548,0,False,,,,,,,,,,True
11,1064,0,True,True,1,0,1,0,14641,0.012,16762,14641,False
15,337,2,True,,,,,,,,,,True
8,153,0,False,True,1,0,1,0,4096,0.008,21026,4096,False
13,1977,4,True,True,1,0,1,0,28561,0.028,18300,28561,False
4,51,3,True,True,1,0,1,0,256,0.0,99,256,False
15,1012,1,False,,,,,,,,,,True
3,13,4,True,True,1,0,1,0,81,0.0,84,81,False
10,800,3,True,True,1,0,1,0,10000,0.004,10281,10000,False
4,57,4,True,True,1,0,1,0,256,0.0,51,256,False
5,112,4,True,True,1,0,1,0,625,0.0,148,625,False
8,460,1,False,True,1,0,1,0,4096,0.004,1575,4096,False
14,1097,3,False,True,1,0,1,0,38416,0.1,256487,38416,False
12,518,0,False,True,18,3446,7549,67165,735391,0.128,210614,20736,False
13,878,0,True,True,1,0,1,0,28561,0.044,172109,28561,False
11,798,1,False,True,1,0,1,0,14641,0.028,38276,14641,False
14,2469,4,False,True,1,0,1,0,38416,0.088,26611,38416,False
3,21,3,True,True,1,0,1,0,81,0.0,26,81,False
13,1977,2,True,True,1,0,1,0,28561,0.028,18227,28561,False
12,1555,3,True,True,1,0,1,0,20736,0.02,12128,20736,False
15,1687,1,False,True,1,0,1,0,50625,0.156,260613,50625,False
12,691,1,False,True,1,0,1,0,20736,0.056,115504,20736,False
10,500,3,False,True,1,0,1,0,10000,0.02,33635,10000,False
12,1209,4,False,True,1,0,1,0,20736,0.04,41261,20736,False
8,358,2,False,True,1,0,1,0,4096,0.004,5260,4096,False
4,32,4,True,True,1,0,1,0,256,0.0,328,256,False
4,19,3,False,True,1,0,1,0,256,0.0,579,256,False
13,1098,0,True,True,1,0,1,0,28561,0.044,127509,28561,False
10,100,2,False,,,,,,,,,,True
8,460,2,True,True,1,0,1,0,4096,0.0,1602,4096,False
13,659,0,False,,,,,,,,,,True
11,266,0,True,,,,,,,,,,True
10,800,1,True,True,1,0,1,0,10000,0.008,10129,10000,False
